record_id,well_id,x,y,z,time_days,observed_concentration_mg_L,above_detection_limit,detection_limit_mg_L
TR00074,W004,44.0,15.780606549649903,2.5,1260.0,0.17899729170024872,True,0.002
TR00075,W004,44.0,15.780606549649903,2.5,1440.0,0.03835350021708334,True,0.002
TR00076,W004,44.0,15.780606549649903,2.5,1620.0,0.008958450531696936,True,0.002
TR00077,W004,44.0,15.780606549649903,2.5,1800.0,0.00427643592743505,True,0.002
TR00078,W004,44.0,15.780606549649903,2.5,1980.0,0.002022810239888434,True,0.002
TR00079,W004,44.0,15.780606549649903,2.5,2160.0,0.0,False,0.002
TR00080,W004,44.0,15.780606549649903,2.5,2340.0,0.0,False,0.002
TR00081,W004,44.0,15.780606549649903,2.5,2520.0,0.0006422834128124713,False,0.002
TR00082,W004,44.0,15.780606549649903,2.5,2700.0,0.0,False,0.002
TR00083,W004,44.0,15.780606549649903,2.5,2880.0,0.0005150893685873306,False,0.002
TR00084,W004,44.0,15.780606549649903,2.5,3060.0,0.0,False,0.002
TR00085,W004,44.0,15.780606549649903,2.5,3240.0,0.0,False,0.002
TR00086,W004,44.0,15.780606549649903,2.5,3420.0,0.0,False,0.002
TR00087,W004,44.0,15.780606549649903,2.5,3600.0,0.0,False,0.002
TR00088,W004,44.0,15.780606549649903,2.5,3780.0,0.0006315046470290915,False,0.002
TR00089,W004,44.0,15.780606549649903,2.5,3960.0,0.0,False,0.002
TR00090,W004,44.0,15.780606549649903,2.5,4140.0,0.0,False,0.002
TR00091,W004,44.0,15.780606549649903,2.5,4320.0,0.0006730238083125278,False,0.002
TR00092,W005,44.0,17.732236793164738,3.4,360.0,0.27338162036919994,True,0.002
TR00093,W005,44.0,17.732236793164738,3.4,540.0,10.095699790458607,True,0.002
TR00094,W005,44.0,17.732236793164738,3.4,720.0,9.572735106408912,True,0.002
TR00095,W005,44.0,17.732236793164738,3.4,900.0,2.3666860109433974,True,0.002
TR00096,W005,44.0,17.732236793164738,3.4,1080.0,0.6441029571307207,True,0.002
TR00097,W005,44.0,17.732236793164738,3.4,1260.0,0.18046425037319647,True,0.002
TR00098,W005,44.0,17.732236793164738,3.4,1440.0,0.039768720913189164,True,0.002
TR00099,W005,44.0,17.732236793164738,3.4,1620.0,0.008385803472257267,True,0.002
TR00100,W005,44.0,17.732236793164738,3.4,1800.0,0.00021578880202448216,False,0.002
TR00101,W005,44.0,17.732236793164738,3.4,1980.0,0.0033976083090639236,True,0.002
TR00102,W005,44.0,17.732236793164738,3.4,2160.0,0.0008029888443417996,False,0.002
TR00103,W005,44.0,17.732236793164738,3.4,2340.0,0.0,False,0.002
TR00104,W005,44.0,17.732236793164738,3.4,2520.0,0.0,False,0.002
TR00105,W005,44.0,17.732236793164738,3.4,2700.0,0.0,False,0.002
TR00106,W005,44.0,17.732236793164738,3.4,2880.0,0.0,False,0.002
TR00107,W005,44.0,17.732236793164738,3.4,3060.0,0.0007573912405838692,False,0.002
TR00108,W005,44.0,17.732236793164738,3.4,3240.0,0.0,False,0.002
TR00109,W005,44.0,17.732236793164738,3.4,3420.0,0.0029393926962056516,True,0.002
TR00110,W005,44.0,17.732236793164738,3.4,3600.0,0.0,False,0.002
TR00111,W005,44.0,17.732236793164738,3.4,3780.0,0.0014367784987316678,False,0.002
TR00112,W005,44.0,17.732236793164738,3.4,3960.0,0.0,False,0.002
TR00113,W005,44.0,17.732236793164738,3.4,4140.0,0.0019082325735158146,False,0.002
TR00114,W005,44.0,17.732236793164738,3.4,4320.0,0.0034352198732715946,True,0.002
TR00115,W006,44.0,19.716947050365107,3.4,360.0,0.16944403833642985,True,0.002
TR00116,W006,44.0,19.716947050365107,3.4,540.0,9.102675225349785,True,0.002
TR00117,W006,44.0,19.716947050365107,3.4,720.0,7.558991249362166,True,0.002
TR00118,W006,44.0,19.716947050365107,3.4,900.0,2.398669852045123,True,0.002
TR00119,W006,44.0,19.716947050365107,3.4,1080.0,0.7333540130485763,True,0.002
TR00120,W006,44.0,19.716947050365107,3.4,1260.0,0.18510973069228304,True,0.002
TR00121,W006,44.0,19.716947050365107,3.4,1440.0,0.03919738445411646,True,0.002
TR00122,W006,44.0,19.716947050365107,3.4,1620.0,0.010556414815119174,True,0.002
TR00123,W006,44.0,19.716947050365107,3.4,1800.0,0.0030105587205600717,True,0.002
TR00124,W006,44.0,19.716947050365107,3.4,1980.0,0.004527007105303787,True,0.002
TR00125,W006,44.0,19.716947050365107,3.4,2160.0,0.0040178036211790304,True,0.002
TR00126,W006,44.0,19.716947050365107,3.4,2340.0,0.0030105587205600717,True,0.002
TR00127,W006,44.0,19.716947050365107,3.4,2520.0,0.004150189918238023,True,0.002
TR00128,W006,44.0,19.716947050365107,3.4,2700.0,0.006460255011500243,True,0.002
TR00129,W006,44.0,19.716947050365107,3.4,2880.0,0.0030105587205600717,True,0.002
TR00130,W006,44.0,19.716947050365107,3.4,3060.0,0.0030105587205600717,True,0.002
TR00131,W006,44.0,19.716947050365107,3.4,3240.0,0.003099755737758725,True,0.002
TR00132,W006,44.0,19.716947050365107,3.4,3420.0,0.005254725636591909,True,0.002
TR00133,W006,44.0,19.716947050365107,3.4,3600.0,0.003364446585516473,True,0.002
TR00134,W006,44.0,19.716947050365107,3.4,3780.0,0.004626412700624662,True,0.002
TR00135,W006,44.0,19.716947050365107,3.4,3960.0,0.0030105587205600717,True,0.002
TR00136,W006,44.0,19.716947050365107,3.4,4140.0,0.0030105587205600717,True,0.002
TR00137,W006,44.0,19.716947050365107,3.4,4320.0,0.0030105587205600717,True,0.002
TR00138,W007,56.0,15.773837887340884,2.5,360.0,0.0,False,0.002
TR00139,W007,56.0,15.773837887340884,2.5,540.0,5.807189322302388,True,0.002
TR00140,W007,56.0,15.773837887340884,2.5,720.0,14.875324478875683,True,0.002
TR00141,W007,56.0,15.773837887340884,2.5,900.0,7.972499671848907,True,0.002
TR00142,W007,56.0,15.773837887340884,2.5,1080.0,2.8045344304313757,True,0.002
TR00143,W007,56.0,15.773837887340884,2.5,1260.0,0.9205090294154972,True,0.002
TR00144,W007,56.0,15.773837887340884,2.5,1440.0,0.2552297579685633,True,0.002
TR00145,W007,56.0,15.773837887340884,2.5,1620.0,0.06289274656516966,True,0.002
TR00146,W007,56.0,15.773837887340884,2.5,1800.0,0.015666807499008888,True,0.002
TR00147,W007,56.0,15.773837887340884,2.5,1980.0,0.00185668274293508,False,0.002
TR00148,W007,56.0,15.773837887340884,2.5,2160.0,0.00032960657829386156,False,0.002
TR00149,W007,56.0,15.773837887340884,2.5,2340.0,0.0010861918551615596,False,0.002
TR00150,W007,56.0,15.773837887340884,2.5,2520.0,0.0007072751039777396,False,0.002
TR00151,W007,56.0,15.773837887340884,2.5,2700.0,0.0,False,0.002
TR00152,W007,56.0,15.773837887340884,2.5,2880.0,0.0,False,0.002
TR00153,W007,56.0,15.773837887340884,2.5,3060.0,0.0,False,0.002
TR00154,W007,56.0,15.773837887340884,2.5,3240.0,0.0011532401892737215,False,0.002
TR00155,W007,56.0,15.773837887340884,2.5,3420.0,0.0010865694400827683,False,0.002
TR00156,W007,56.0,15.773837887340884,2.5,3600.0,0.0,False,0.002
TR00157,W007,56.0,15.773837887340884,2.5,3780.0,0.0,False,0.002
TR00158,W007,56.0,15.773837887340884,2.5,3960.0,0.0,False,0.002
TR00159,W007,56.0,15.773837887340884,2.5,4140.0,0.0,False,0.002
TR00160,W007,56.0,15.773837887340884,2.5,4320.0,0.0005214905213614468,False,0.002
TR00161,W008,56.0,17.580515395745017,2.5,360.0,0.0,False,0.002
TR00162,W008,56.0,17.580515395745017,2.5,540.0,4.814053231201766,True,0.002
TR00163,W008,56.0,17.580515395745017,2.5,720.0,16.128401809852317,True,0.002
TR00164,W008,56.0,17.580515395745017,2.5,900.0,8.663688108178654,True,0.002
TR00165,W008,56.0,17.580515395745017,2.5,1080.0,2.994526754710899,True,0.002
TR00166,W008,56.0,17.580515395745017,2.5,1260.0,1.1850494057614813,True,0.002
TR00167,W008,56.0,17.580515395745017,2.5,1440.0,0.3014208703168384,True,0.002
TR00168,W008,56.0,17.580515395745017,2.5,1620.0,0.06659617488930306,True,0.002
TR00169,W008,56.0,17.580515395745017,2.5,1800.0,0.012972909826713348,True,0.002
TR00170,W008,56.0,17.580515395745017,2.5,1980.0,0.003786312115569337,True,0.002
TR00171,W008,56.0,17.580515395745017,2.5,2160.0,0.00043169680762445393,False,0.002
TR00172,W008,56.0,17.580515395745017,2.5,2340.0,0.0012909238820260718,False,0.002
TR00173,W008,56.0,17.580515395745017,2.5,2520.0,0.0013077925232851313,False,0.002
TR00174,W008,56.0,17.580515395745017,2.5,2700.0,0.001686944085166531,False,0.002
TR00175,W008,56.0,17.580515395745017,2.5,2880.0,0.0010842988526005154,False,0.002
TR00176,W008,56.0,17.580515395745017,2.5,3060.0,0.0,False,0.002
TR00177,W008,56.0,17.580515395745017,2.5,3240.0,0.0,False,0.002
TR00178,W008,56.0,17.580515395745017,2.5,3420.0,0.0,False,0.002
TR00179,W008,56.0,17.580515395745017,2.5,3600.0,0.0,False,0.002
TR00180,W008,56.0,17.580515395745017,2.5,3780.0,0.0013477739871571408,False,0.002
TR00181,W008,56.0,17.580515395745017,2.5,3960.0,0.0,False,0.002
TR00182,W008,56.0,17.580515395745017,2.5,4140.0,0.001058925708128084,False,0.002
TR00183,W008,56.0,17.580515395745017,2.5,4320.0,0.0006993229691114708,False,0.002
TR00184,W009,56.0,19.721306925226244,3.4,360.0,0.0001397138657867455,False,0.002
TR00185,W009,56.0,19.721306925226244,3.4,540.0,4.018453024938551,True,0.002
TR00186,W009,56.0,19.721306925226244,3.4,720.0,11.416770962070965,True,0.002
TR00187,W009,56.0,19.721306925226244,3.4,900.0,8.020216270402265,True,0.002
TR00188,W009,56.0,19.721306925226244,3.4,1080.0,3.139517784132764,True,0.002
TR00189,W009,56.0,19.721306925226244,3.4,1260.0,0.8735206077084617,True,0.002
TR00190,W009,56.0,19.721306925226244,3.4,1440.0,0.24276097869049712,True,0.002
TR00191,W009,56.0,19.721306925226244,3.4,1620.0,0.07240819769458547,True,0.002
TR00192,W009,56.0,19.721306925226244,3.4,1800.0,0.01712459281390607,True,0.002
TR00193,W009,56.0,19.721306925226244,3.4,1980.0,0.004210401466285299,True,0.002
TR00194,W009,56.0,19.721306925226244,3.4,2160.0,0.0011329244749485757,False,0.002
TR00195,W009,56.0,19.721306925226244,3.4,2340.0,0.0016382368724105925,False,0.002
TR00196,W009,56.0,19.721306925226244,3.4,2520.0,0.0,False,0.002
TR00197,W009,56.0,19.721306925226244,3.4,2700.0,0.0,False,0.002
TR00198,W009,56.0,19.721306925226244,3.4,2880.0,0.0009088567143056061,False,0.002
TR00199,W009,56.0,19.721306925226244,3.4,3060.0,0.0,False,0.002
TR00200,W009,56.0,19.721306925226244,3.4,3240.0,0.0006372724403160584,False,0.002
TR00201,W009,56.0,19.721306925226244,3.4,3420.0,0.0034715508731758336,True,0.002
TR00202,W009,56.0,19.721306925226244,3.4,3600.0,0.0,False,0.002
TR00203,W009,56.0,19.721306925226244,3.4,3780.0,0.001744124351216732,False,0.002
TR00204,W009,56.0,19.721306925226244,3.4,3960.0,0.0,False,0.002
TR00205,W009,56.0,19.721306925226244,3.4,4140.0,0.0,False,0.002
TR00206,W009,56.0,19.721306925226244,3.4,4320.0,0.0007645516688771419,False,0.002
TR00207,W010,70.0,15.763731978770124,3.4,360.0,0.0002233628567234862,False,0.002
TR00208,W010,70.0,15.763731978770124,3.4,540.0,0.26196661639397784,True,0.002
TR00209,W010,70.0,15.763731978770124,3.4,720.0,7.98986904560895,True,0.002
TR00210,W010,70.0,15.763731978770124,3.4,900.0,14.113640703789756,True,0.002
TR00211,W010,70.0,15.763731978770124,3.4,1080.0,9.953639240047115,True,0.002
TR00212,W010,70.0,15.763731978770124,3.4,1260.0,4.372064966673513,True,0.002
TR00213,W010,70.0,15.763731978770124,3.4,1440.0,1.4298187254193815,True,0.002
TR00214,W010,70.0,15.763731978770124,3.4,1620.0,0.5032420943237418,True,0.002
TR00215,W010,70.0,15.763731978770124,3.4,1800.0,0.1018165164583855,True,0.002
TR00216,W010,70.0,15.763731978770124,3.4,1980.0,0.030353391691839073,True,0.002
TR00217,W010,70.0,15.763731978770124,3.4,2160.0,0.009996291005152522,True,0.002
TR00218,W010,70.0,15.763731978770124,3.4,2340.0,0.0018751688048357688,False,0.002
TR00219,W010,70.0,15.763731978770124,3.4,2520.0,0.0,False,0.002
TR00220,W010,70.0,15.763731978770124,3.4,2700.0,0.0,False,0.002
TR00221,W010,70.0,15.763731978770124,3.4,2880.0,0.00129239580012152,False,0.002
TR00222,W010,70.0,15.763731978770124,3.4,3060.0,0.0016581909923998432,False,0.002
TR00223,W010,70.0,15.763731978770124,3.4,3240.0,0.0,False,0.002
TR00224,W010,70.0,15.763731978770124,3.4,3420.0,0.0,False,0.002
TR00225,W010,70.0,15.763731978770124,3.4,3600.0,0.0,False,0.002
TR00226,W010,70.0,15.763731978770124,3.4,3780.0,-0.034578673588721694,False,0.002
TR00227,W010,70.0,15.763731978770124,3.4,3960.0,0.0,False,0.002
TR00228,W010,70.0,15.763731978770124,3.4,4140.0,0.0,False,0.002
TR00229,W010,70.0,15.763731978770124,3.4,4320.0,0.00131051387074191,False,0.002
TR00230,W011,70.0,17.401644570819574,2.5,360.0,0.0005454428537117116,False,0.002
TR00231,W011,70.0,17.401644570819574,2.5,540.0,0.3208065490613891,True,0.002
TR00232,W011,70.0,17.401644570819574,2.5,720.0,9.402861189356349,True,0.002
TR00233,W011,70.0,17.401644570819574,2.5,900.0,13.770129187667399,True,0.002
TR00234,W011,70.0,17.401644570819574,2.5,1080.0,8.589299810787079,True,0.002
TR00235,W011,70.0,17.401644570819574,2.5,1260.0,5.687139329613309,True,0.002
TR00236,W011,70.0,17.401644570819574,2.5,1440.0,1.3183870293824704,True,0.002
TR00237,W011,70.0,17.401644570819574,2.5,1620.0,0.5095411347211525,True,0.002
TR00238,W011,70.0,17.401644570819574,2.5,1800.0,0.10761692630740621,True,0.002
TR00239,W011,70.0,17.401644570819574,2.5,1980.0,0.028660947327787158,True,0.002
TR00240,W011,70.0,17.401644570819574,2.5,2160.0,0.00541400114877081,True,0.002
TR00241,W011,70.0,17.401644570819574,2.5,2340.0,0.003290326185790034,True,0.002
TR00242,W011,70.0,17.401644570819574,2.5,2520.0,0.0,False,0.002
TR00243,W011,70.0,17.401644570819574,2.5,2700.0,0.0,False,0.002
TR00244,W011,70.0,17.401644570819574,2.5,2880.0,0.0019011835697053997,False,0.002
TR00245,W011,70.0,17.401644570819574,2.5,3060.0,0.0036954222814982824,True,0.002
TR00246,W011,70.0,17.401644570819574,2.5,3240.0,0.0011300342389803798,False,0.002
TR00247,W011,70.0,17.401644570819574,2.5,3420.0,9.656185720603281e-05,False,0.002
TR00248,W011,70.0,17.401644570819574,2.5,3600.0,0.0,False,0.002
TR00249,W011,70.0,17.401644570819574,2.5,3780.0,0.0007125664712110466,False,0.002
TR00250,W011,70.0,17.401644570819574,2.5,3960.0,0.0,False,0.002
TR00251,W011,70.0,17.401644570819574,2.5,4140.0,0.0014688420561441533,False,0.002
TR00252,W011,70.0,17.401644570819574,2.5,4320.0,0.0,False,0.002
TR00253,W012,70.0,19.674961282306803,1.6,360.0,0.0,False,0.002
TR00254,W012,70.0,19.674961282306803,1.6,540.0,0.18392691797604035,True,0.002
TR00255,W012,70.0,19.674961282306803,1.6,720.0,5.6267891258304905,True,0.002
TR00256,W012,70.0,19.674961282306803,1.6,900.0,11.660337115066778,True,0.002
TR00257,W012,70.0,19.674961282306803,1.6,1080.0,7.875742829917476,True,0.002
TR00258,W012,70.0,19.674961282306803,1.6,1260.0,4.166416832735741,True,0.002
TR00259,W012,70.0,19.674961282306803,1.6,1440.0,1.2590514143831943,True,0.002
TR00260,W012,70.0,19.674961282306803,1.6,1620.0,0.40218152622926623,True,0.002
TR00261,W012,70.0,19.674961282306803,1.6,1800.0,0.12167758741284457,True,0.002
TR00262,W012,70.0,19.674961282306803,1.6,1980.0,0.025605253226681078,True,0.002
TR00263,W012,70.0,19.674961282306803,1.6,2160.0,0.004170646376245198,True,0.002
TR00264,W012,70.0,19.674961282306803,1.6,2340.0,0.0029443126516990265,True,0.002
TR00265,W012,70.0,19.674961282306803,1.6,2520.0,0.0,False,0.002
TR00266,W012,70.0,19.674961282306803,1.6,2700.0,0.0018438489309428785,False,0.002
TR00267,W012,70.0,19.674961282306803,1.6,2880.0,0.0,False,0.002
TR00268,W012,70.0,19.674961282306803,1.6,3060.0,0.0,False,0.002
TR00269,W012,70.0,19.674961282306803,1.6,3240.0,0.0,False,0.002
TR00270,W012,70.0,19.674961282306803,1.6,3420.0,0.0,False,0.002
TR00271,W012,70.0,19.674961282306803,1.6,3600.0,0.0,False,0.002
TR00272,W012,70.0,19.674961282306803,1.6,3780.0,0.0024102944727080757,True,0.002
TR00273,W012,70.0,19.674961282306803,1.6,3960.0,0.0,False,0.002
TR00274,W012,70.0,19.674961282306803,1.6,4140.0,0.0,False,0.002
TR00275,W012,70.0,19.674961282306803,1.6,4320.0,0.0,False,0.002
TR00276,W013,86.0,15.907098293473258,2.5,360.0,0.0,False,0.002
TR00277,W013,86.0,15.907098293473258,2.5,540.0,0.0,False,0.002
TR00278,W013,86.0,15.907098293473258,2.5,720.0,1.0160701928665,True,0.002
TR00279,W013,86.0,15.907098293473258,2.5,900.0,7.826455969336614,True,0.002
TR00280,W013,86.0,15.907098293473258,2.5,1080.0,12.39812906582609,True,0.002
TR00281,W013,86.0,15.907098293473258,2.5,1260.0,11.821082071223026,True,0.002
TR00282,W013,86.0,15.907098293473258,2.5,1440.0,5.6566015478009,True,0.002
TR00283,W013,86.0,15.907098293473258,2.5,1620.0,2.4825388966540314,True,0.002
TR00284,W013,86.0,15.907098293473258,2.5,1800.0,1.0838272382064793,True,0.002
TR00285,W013,86.0,15.907098293473258,2.5,1980.0,0.2418744269387191,True,0.002
TR00286,W013,86.0,15.907098293473258,2.5,2160.0,0.055170018687791346,True,0.002
TR00287,W013,86.0,15.907098293473258,2.5,2340.0,0.017983920604181462,True,0.002
TR00288,W013,86.0,15.907098293473258,2.5,2520.0,0.0040181496757273946,True,0.002
TR00289,W013,86.0,15.907098293473258,2.5,2700.0,0.0,False,0.002
TR00290,W013,86.0,15.907098293473258,2.5,2880.0,0.0,False,0.002
TR00291,W013,86.0,15.907098293473258,2.5,3060.0,0.0012441448890959611,False,0.002
TR00292,W013,86.0,15.907098293473258,2.5,3240.0,0.00021651476251038972,False,0.002
TR00293,W013,86.0,15.907098293473258,2.5,3420.0,0.0,False,0.002
TR00294,W013,86.0,15.907098293473258,2.5,3600.0,0.0033273292144230414,True,0.002
TR00295,W013,86.0,15.907098293473258,2.5,3780.0,0.0007554225988448874,False,0.002
TR00296,W013,86.0,15.907098293473258,2.5,3960.0,0.0,False,0.002
TR00297,W013,86.0,15.907098293473258,2.5,4140.0,0.0,False,0.002
TR00298,W013,86.0,15.907098293473258,2.5,4320.0,0.0,False,0.002
TR00299,W014,86.0,17.396113735643453,1.6,360.0,0.0001354108135080929,False,0.002
TR00300,W014,86.0,17.396113735643453,1.6,540.0,4.440935548373252,True,0.002
TR00301,W014,86.0,17.396113735643453,1.6,720.0,12.564100401019433,True,0.002
TR00302,W014,86.0,17.396113735643453,1.6,900.0,7.494757620417501,True,0.002
TR00303,W014,86.0,17.396113735643453,1.6,1080.0,2.9736713907614734,True,0.002
TR00304,W014,86.0,17.396113735643453,1.6,1260.0,0.9106442350414731,True,0.002
TR00305,W014,86.0,17.396113735643453,1.6,1440.0,0.2705533665404153,True,0.002
TR00306,W014,86.0,17.396113735643453,1.6,1620.0,0.061920092806467694,True,0.002
TR00307,W014,86.0,17.396113735643453,1.6,1800.0,0.016572810930013452,True,0.002
TR00308,W014,86.0,17.396113735643453,1.6,1980.0,0.00306801213245096,True,0.002
TR00309,W014,86.0,17.396113735643453,1.6,2160.0,0.0006111154071200025,False,0.002
TR00310,W014,86.0,17.396113735643453,1.6,2340.0,0.00013538443074626098,False,0.002
TR00311,W014,86.0,17.396113735643453,1.6,2520.0,2.6590479814426842e-05,False,0.002
TR00312,W014,86.0,17.396113735643453,1.6,2700.0,5.510385754270125e-06,False,0.002
TR00313,W014,86.0,17.396113735643453,1.6,2880.0,1.1744667168995372e-06,False,0.002
TR00314,W014,86.0,17.396113735643453,1.6,3060.0,2.3170054331348295e-07,False,0.002
TR00315,W014,86.0,17.396113735643453,1.6,3240.0,4.83744944190054e-08,False,0.002
TR00316,W014,86.0,17.396113735643453,1.6,3420.0,9.78130354570876e-09,False,0.002
TR00317,W014,86.0,17.396113735643453,1.6,3600.0,2.1358645848181615e-09,False,0.002
TR00318,W014,86.0,17.396113735643453,1.6,3780.0,4.1685357970959316e-10,False,0.002
TR00319,W014,86.0,17.396113735643453,1.6,3960.0,8.509805043079093e-11,False,0.002
TR00320,W014,86.0,17.396113735643453,1.6,4140.0,1.578672226239754e-11,False,0.002
TR00321,W014,86.0,17.396113735643453,1.6,4320.0,3.2049337285735785e-12,False,0.002
TR00322,W015,86.0,19.633309822958832,2.5,360.0,0.0,False,0.002
TR00323,W015,86.0,19.633309822958832,2.5,540.0,0.0,False,0.002
TR00324,W015,86.0,19.633309822958832,2.5,720.0,0.653291994857743,True,0.002
TR00325,W015,86.0,19.633309822958832,2.5,900.0,-0.020176303631076316,False,0.002
