record_id,well_id,time_days,observed_concentration_mg_L,clean_concentration_mg_L
EV00076,W003,4860.0,0.0006535483918047257,1.5174617077470578e-16
EV00077,W003,5040.0,9.507516068236375e-06,3.052598329097073e-17
EV00078,W004,540.0,12.367642128222979,13.028258489280086
EV00079,W004,720.0,6.534516105246389,6.471164551883643
EV00080,W004,900.0,1.7398926756645317,1.8979912145096198
EV00081,W004,1080.0,0.5096149107805078,0.47970242170248906
EV00082,W004,1260.0,0.11679799411877735,0.11319802095476206
EV00083,W004,1440.0,0.026812935567061876,0.02573421705866373
EV00084,W004,1620.0,0.0067203313567374265,0.005720155570048125
EV00085,W004,1800.0,0.000678371454451977,0.0012188744943313569
EV00086,W004,1980.0,2.028245412266202e-05,0.0002354668279704973
EV00087,W004,2160.0,0.0,4.570735555805058e-05
EV00088,W004,2340.0,0.0,8.911652083172308e-06
EV00089,W004,2520.0,0.0015936637291618682,1.744501434520338e-06
EV00090,W004,2700.0,0.0,3.427366491597989e-07
EV00091,W004,2880.0,0.0,6.755788873622158e-08
EV00092,W004,3060.0,0.0007737149079022069,1.3356237828288997e-08
EV00093,W004,3240.0,0.0008071846592198669,2.6476847954051875e-09
EV00094,W004,3420.0,0.0,5.261599884897504e-10
EV00095,W004,3600.0,6.0112746998768577e-05,1.047963899415354e-10
EV00096,W004,3780.0,0.0006100383684855216,2.0915586126471643e-11
EV00097,W004,3960.0,0.0,4.182312744686263e-12
EV00098,W004,4140.0,0.0,8.37763250594418e-13
EV00099,W004,4320.0,0.00015823793720012158,1.6808424603101241e-13
EV00100,W004,4500.0,0.0,3.377398110637366e-14
EV00101,W004,4680.0,0.00038129191612908814,6.795805811121853e-15
EV00102,W004,4860.0,0.0,1.3691834825782428e-15
EV00103,W004,5040.0,0.0005960143882086786,2.761893272029658e-16
EV00104,W005,540.0,10.011888147039164,11.845683389794376
EV00105,W005,720.0,5.168023475317525,6.09878774488958
EV00106,W005,900.0,1.7963044344026542,1.8180470243272866
EV00107,W005,1080.0,0.41134603496248845,0.4637684904042199
EV00108,W005,1260.0,0.11536872630293606,0.11009418484695416
EV00109,W005,1440.0,0.02480943132924858,0.025133444561412383
EV00110,W005,1620.0,0.007245251690006527,0.0056038926924876714
EV00111,W005,1800.0,0.0013171596664415548,0.00119693858086952
EV00112,W005,1980.0,0.0027725085125419498,0.0002316647056060382
EV00113,W005,2160.0,0.0009584708212619865,4.503809711043623e-05
EV00114,W005,2340.0,0.0,8.792290077901972e-06
EV00115,W005,2520.0,0.0014430952715461841,1.7229712695892666e-06
EV00116,W005,2700.0,0.0,3.388147800333373e-07
EV00117,W005,2880.0,0.0003672991274845984,6.683732038293681e-08
EV00118,W005,3060.0,0.0,1.3222837725664354e-08
EV00119,W005,3240.0,0.0,2.622820849134908e-09
EV00120,W005,3420.0,0.0,5.214976063888466e-10
EV00121,W005,3600.0,0.0,1.0391735434714622e-10
EV00122,W005,3780.0,0.001156246472522345,2.0749037875609607e-11
EV00123,W005,3960.0,0.0,4.150616078117282e-12
EV00124,W005,4140.0,0.0008296872249432885,8.317062545724082e-13
EV00125,W005,4320.0,0.0,1.6692246935341677e-13
EV00126,W005,4500.0,0.002388358609941847,3.355037739313849e-14
EV00127,W005,4680.0,0.0,6.752632953900264e-15
EV00128,W005,4860.0,0.26255387815741976,1.3608233088433535e-15
EV00129,W005,5040.0,0.00027209505328565554,2.7456601933439345e-16
EV00130,W006,540.0,10.136267622152978,9.24195622142154
EV00131,W006,720.0,5.2077880797553515,5.235645505758597
EV00132,W006,900.0,1.6539991411274573,1.6284004666654075
EV00133,W006,1080.0,0.4747156136254107,0.4254681902901531
EV00134,W006,1260.0,0.12464339958417381,0.1025698232107247
EV00135,W006,1440.0,0.027397739118901043,0.023668368262620747
EV00136,W006,1620.0,0.008578372011392884,0.005319122086086328
EV00137,W006,1800.0,0.000990292779254492,0.001143028142244805
EV00138,W006,1980.0,0.0003395169779284688,0.00022229550233042553
EV00139,W006,2160.0,0.0005763925716873379,4.338532920006282e-05
EV00140,W006,2340.0,0.0,8.496989865824668e-06
EV00141,W006,2520.0,0.0,1.669625342895569e-06
EV00142,W006,2700.0,0.0,3.2908491055782424e-07
EV00143,W006,2880.0,0.0010188877660503512,6.50476518870204e-08
EV00144,W006,3060.0,0.17314049595373893,1.289119137306992e-08
EV00145,W006,3240.0,0.0,2.5609537026821524e-09
EV00146,W006,3420.0,0.0026489628234853463,5.098877515955602e-10
EV00147,W006,3600.0,0.06833262223206255,1.0172697674487687e-10
EV00148,W006,3780.0,0.0,2.0333781503394773e-11
EV00149,W006,3960.0,0.0010490949835766173,4.071543123703325e-12
EV00150,W006,4140.0,0.0,8.165884824411196e-13
EV00151,W006,4320.0,0.0012818695115537511,1.6402145286507578e-13
EV00152,W006,4500.0,0.0006345605740970253,3.2991795415143086e-14
EV00153,W006,4680.0,0.000987869736432588,6.644742151477273e-15
EV00154,W006,4860.0,0.0,1.3399235281488531e-15
EV00155,W006,5040.0,0.00012594028440314858,2.7050655581888077e-16
EV00156,W007,540.0,8.460641596995696,7.978294154796609
EV00157,W007,720.0,12.392132234358073,13.877457733157764
EV00158,W007,900.0,7.018710203548578,7.059378127966872
EV00159,W007,1080.0,2.31329446859222,2.4314736106010097
EV00160,W007,1260.0,0.7658888754626185,0.6996345085217535
EV00161,W007,1440.0,0.18569097031070225,0.18257733664497255
EV00162,W007,1620.0,0.04334624616826967,0.04491745677462287
EV00163,W007,1800.0,0.010364889103924274,0.010345452423380374
EV00164,W007,1980.0,0.0003855124541525573,0.00212540269825388
EV00165,W007,2160.0,0.0,0.00043367192583936205
EV00166,W007,2340.0,0.0,8.811533299688268e-05
EV00167,W007,2520.0,0.0028604989618041957,1.7857930164444446e-05
EV00168,W007,2700.0,0.0004163322813755918,3.6138145580045605e-06
EV00169,W007,2880.0,0.0017850625661224458,7.307407171106276e-07
EV00170,W007,3060.0,0.0,1.477166888024204e-07
EV00171,W007,3240.0,0.002737404823846578,2.986097293713562e-08
EV00172,W007,3420.0,0.0,6.037830563739577e-09
EV00173,W007,3600.0,0.0,1.2213053088750265e-09
EV00174,W007,3780.0,0.0,2.47159013776479e-10
EV00175,W007,3960.0,0.0019458961704708888,5.004551826614175e-11
EV00176,W007,4140.0,0.0,1.0139290965124381e-11
EV00177,W007,4320.0,0.0,2.0554802014274675e-12
EV00178,W007,4500.0,0.0,4.1695258036211666e-13
EV00179,W007,4680.0,0.0006194991792305512,8.463075996375237e-14
EV00180,W007,4860.0,0.0,1.718841725654084e-14
EV00181,W007,5040.0,0.0,3.493056299878821e-15
EV00182,W008,540.0,8.170372474463303,8.32296759284727
EV00183,W008,720.0,15.608497009478237,14.243039772254821
EV00184,W008,900.0,7.004134353358254,7.193146483240403
EV00185,W008,1080.0,2.4561298288587636,2.467449248255838
EV00186,W008,1260.0,0.6599314712964949,0.7081251866193031
EV00187,W008,1440.0,0.5374990956197759,0.18445543350997817
EV00188,W008,1620.0,0.044425641429174816,0.045318406118326146
EV00189,W008,1800.0,0.017392880917059043,0.010427014450856387
EV00190,W008,1980.0,0.00917486013976696,0.0021404067425848
EV00191,W008,2160.0,0.01076136472393704,0.00043644353931309967
EV00192,W008,2340.0,0.00737313056571394,8.862977615489275e-05
EV00193,W008,2520.0,0.008609597904492533,1.795389062586674e-05
EV00194,W008,2700.0,0.006656668507539966,3.631801737321209e-06
EV00195,W008,2880.0,0.009514167990126176,7.341280979567035e-07
EV00196,W008,3060.0,0.00738038465683142,1.483574358234226e-07
EV00197,W008,3240.0,0.007567684819311744,2.9982679563041585e-08
EV00198,W008,3420.0,0.01091344622591987,6.061038179786169e-09
EV00199,W008,3600.0,0.006656668507539966,1.2257467461295154e-09
EV00200,W008,3780.0,0.006656668507539966,2.480118932750198e-10
EV00201,W008,3960.0,0.006656668507539966,5.020981339623155e-11
EV00202,W008,4140.0,0.006844117173442144,1.0171033656029495e-11
EV00203,W008,4320.0,0.006656668507539966,2.061630004493114e-12
EV00204,W008,4500.0,0.0070273667303306225,4.181471192757841e-13
EV00205,W008,4680.0,0.0067126025707092505,8.48633497072734e-14
EV00206,W008,4860.0,0.006656668507539966,1.7233808004642035e-14
EV00207,W008,5040.0,0.006986859040417,3.5019334040230927e-15
EV00208,W009,540.0,5.015617397033569,5.6581555941609345
EV00209,W009,720.0,14.503200000639541,11.226087326388882
EV00210,W009,900.0,4.660558309057994,6.0559662416284805
EV00211,W009,1080.0,2.2297275766543105,2.15638155763394
EV00212,W009,1260.0,0.5895258257813109,0.6338986868653554
EV00213,W009,1440.0,0.16424236917978388,0.16791015237456222
EV00214,W009,1620.0,0.041940805326496335,0.041766068525697767
EV00215,W009,1800.0,0.009655693916587504,0.009701223196341516
EV00216,W009,1980.0,0.00837361343074886,0.0020064272865027983
EV00217,W009,2160.0,0.010424368927105706,0.00041162442272241255
EV00218,W009,2340.0,0.0064099608087232526,8.401229571707924e-05
EV00219,W009,2520.0,0.0076892810752598635,1.709088442496315e-05
EV00220,W009,2700.0,0.006423177557192495,3.4697649519925683e-06
EV00221,W009,2880.0,0.0064099608087232526,7.035687453278832e-07
EV00222,W009,3060.0,0.0064099608087232526,1.4256960376945688e-07
EV00223,W009,3240.0,0.008140646281432557,2.8882086301728023e-08
EV00224,W009,3420.0,0.008365016223038372,5.8509644487822164e-09
EV00225,W009,3600.0,0.006959545438102797,1.1855077236535132e-09
EV00226,W009,3780.0,0.007259902061008822,2.402787630384829e-10
EV00227,W009,3960.0,0.008944608143189875,4.871907021045975e-11
EV00228,W009,4140.0,0.0069566333966636,9.882827193116328e-12
EV00229,W009,4320.0,0.007824986629631287,2.0057600715406145e-12
EV00230,W009,4500.0,0.007288907651603347,4.072890528286656e-13
EV00231,W009,4680.0,0.0064099608087232526,8.274811321484003e-14
EV00232,W009,4860.0,0.009789930305569428,1.6820822275977142e-14
EV00233,W009,5040.0,0.0064099608087232526,3.421131163719703e-15
EV00234,W010,540.0,5.2344610396356765,0.5598294567122157
EV00235,W010,720.0,1.5213713722981927,9.452700427196376
EV00236,W010,900.0,0.3639138933979689,13.059632009923808
EV00237,W010,1080.0,0.07649081297117129,7.888712157804011
EV00238,W010,1260.0,0.0166041837911155,3.2535681388998445
EV00239,W010,1440.0,0.003990590853229099,1.0906460431028735
EV00240,W010,1620.0,0.0007904168140039606,0.32260033645138203
EV00241,W010,1800.0,0.00015054310964773303,0.08557298956116494
EV00242,W010,1980.0,3.142341651757486e-05,0.019658293772259448
EV00243,W010,2160.0,5.291124287453562e-06,0.004391391199869624
EV00244,W010,2340.0,1.1315840281987205e-06,0.0009616747172071395
EV00245,W010,2520.0,2.2572457474095245e-07,0.00020757092706827238
EV00246,W010,2700.0,3.948452866663797e-08,4.432282236297825e-05
EV00247,W010,2880.0,7.461938781642159e-09,9.387475410364354e-06
EV00248,W010,3060.0,1.6447873216123203e-09,1.975849608264144e-06
EV00249,W010,3240.0,2.7423186351066273e-10,4.138567253873151e-07
EV00250,W010,3420.0,5.906986043446628e-11,8.635612696760339e-08
EV00251,W010,3600.0,1.0833077060632157e-11,1.7965144350379148e-08
EV00252,W010,3780.0,2.571038054236619e-12,3.7284718289445115e-09
EV00253,W010,3960.0,4.505921922730089e-13,7.723302347568067e-10
EV00254,W010,4140.0,9.625246355746645e-14,1.5973953421227604e-10
EV00255,W010,4320.0,1.988865802508118e-14,3.29982172087169e-11
EV00256,W010,4500.0,3.907322518380053e-15,6.809930990813283e-12
EV00257,W010,4680.0,7.066250293058184e-16,1.4042820518215185e-12
EV00258,W010,4860.0,1.6436413819245006e-16,2.893974339364459e-13
EV00259,W010,5040.0,3.0918060300360105e-17,5.961016979690472e-14
EV00260,W011,540.0,6.107368983264528,0.6696988858191225
EV00261,W011,720.0,10.679528098307992,10.56169428530472
EV00262,W011,900.0,5.388415774901495,14.152037977033125
EV00263,W011,1080.0,2.2744817857185473,8.401391332194063
EV00264,W011,1260.0,0.645964996894192,3.426446137679823
EV00265,W011,1440.0,0.17375484401908553,1.139657041611133
EV00266,W011,1620.0,0.03926347069192754,0.3351595669688456
EV00267,W011,1800.0,0.009179775308049467,0.08851165813630343
EV00268,W011,1980.0,0.0020873781225443943,0.020262178587384393
EV00269,W011,2160.0,0.00047445486001085883,0.004513420015230449
EV00270,W011,2340.0,7.692083829454348e-05,0.0009860703169181939
EV00271,W011,2520.0,1.773084392731484e-05,0.00021241465656849818
EV00272,W011,2700.0,3.375161712635096e-06,4.528038586688603e-05
EV00273,W011,2880.0,7.553948897959133e-07,9.576279759379578e-06
EV00274,W011,3060.0,1.5651635064914556e-07,2.0130216150373145e-06
EV00275,W011,3240.0,2.6809619573529024e-08,4.2117025405933754e-07
EV00276,W011,3420.0,5.730841836771365e-09,8.779488171472839e-08
EV00277,W011,3600.0,1.1942156535264113e-09,1.8248260416611824e-08
EV00278,W011,3780.0,2.52876693409415e-10,3.784213282881122e-09
EV00279,W011,3960.0,4.7654776611286966e-11,7.833129563326568e-10
EV00280,W011,4140.0,1.0817671011898057e-11,1.6190531979348206e-10
EV00281,W011,4320.0,2.1395461264722643e-12,3.342571301530524e-11
EV00282,W011,4500.0,3.723958149940148e-13,6.894397125782607e-12
EV00283,W011,4680.0,8.673497816777471e-14,1.420988387605629e-12
EV00284,W011,4860.0,1.660494601222296e-14,2.92705192183111e-13
EV00285,W011,5040.0,3.608508177473766e-15,6.026577303507951e-14
EV00286,W012,540.0,0.41870130188032234,0.4239143025395015
EV00287,W012,720.0,7.299261268194,7.963650039298253
EV00288,W012,900.0,10.64526830827502,11.537909258313775
EV00289,W012,1080.0,6.594000622485466,7.159478829561385
EV00290,W012,1260.0,3.1350974082047833,3.0043343064317383
EV00291,W012,1440.0,0.9666473841242222,1.0193208279770833
EV00292,W012,1620.0,-0.03533057720527525,0.304195816325205
EV00293,W012,1800.0,0.07175722117875034,0.08124360840465727
EV00294,W012,1980.0,0.01882461093458499,0.018764859850429
EV00295,W012,2160.0,0.004072699135990708,0.004210232633103755
EV00296,W012,2340.0,0.0,0.0009253551913889713
EV00297,W012,2520.0,0.0,0.00020034247027565956
EV00298,W012,2700.0,0.0007160599203512543,4.289090440373164e-05
EV00299,W012,2880.0,0.0025745632994371172,9.104644802059826e-06
EV00300,W012,3060.0,0.0008794012382524655,1.9200801369021545e-06
EV00301,W012,3240.0,0.0005490832531295318,4.0286936231561794e-07
EV00302,W012,3420.0,0.00253354122343624,8.419204961514707e-08
EV00303,W012,3600.0,0.0,1.7538845411223795e-08
EV00304,W012,3780.0,0.0,3.6444592138659817e-09
EV00305,W012,3960.0,0.0,7.55762914054569e-10
EV00306,W012,4140.0,0.0,1.5646990067684071e-10
EV00307,W012,4320.0,0.0,3.2352374697590275e-11
EV00308,W012,4500.0,0.0005807753613895145,6.682239428161867e-12
EV00309,W012,4680.0,0.0005628543640230551,1.3790110495175134e-12
EV00310,W012,4860.0,0.0,2.8439114072630086e-13
EV00311,W012,5040.0,0.0,5.861740412866809e-14
EV00312,W013,540.0,0.000326417273451268,0.0027299355812446173
EV00313,W013,720.0,1.596668267396125,1.5131656790503045
EV00314,W013,900.0,10.731179234625134,9.687127220286387
EV00315,W013,1080.0,13.917400883699745,13.852617658849155
EV00316,W013,1260.0,11.707376111469742,9.923693351597118
EV00317,W013,1440.0,5.101990814480816,4.88370086119064
EV00318,W013,1620.0,1.6814637253686138,1.916038741283334
EV00319,W013,1800.0,0.6602672097839971,0.6311160806326495
EV00320,W013,1980.0,0.1465363077659885,0.17206485122469992
EV00321,W013,2160.0,0.051057994958091955,0.04416158945067982
EV00322,W013,2340.0,0.013870747754316902,0.01084777785170884
EV00323,W013,2520.0,0.0,0.0025787664181872597
EV00324,W013,2700.0,0.0004162034227809451,0.0005978935283473181
EV00325,W013,2880.0,7.909833564961026e-05,0.00013595259143601263
EV00326,W013,3060.0,0.0,3.0441923884444645e-05
EV00327,W013,3240.0,0.0,6.732907825238155e-06
EV00328,W013,3420.0,0.0,1.4743118641275757e-06
EV00329,W013,3600.0,0.0,3.201948788234388e-07
EV00330,W013,3780.0,0.0,6.907037773020459e-08
EV00331,W013,3960.0,0.0007616454246801512,1.4815276498842603e-08
EV00332,W013,4140.0,0.00015682011921162156,3.162716898636708e-09
EV00333,W013,4320.0,0.0006882093011486533,6.724526534863806e-10
EV00334,W013,4500.0,0.0021153195076417672,1.4248674216429879e-10
EV00335,W013,4680.0,0.0002106296908511125,3.010326306620424e-11
EV00336,W013,4860.0,0.00019305595536663666,6.3439221177127956e-12
EV00337,W013,5040.0,0.0,1.334003342473836e-12
EV00338,W014,540.0,0.0038005914657051965,0.0023121854617298514
EV00339,W014,720.0,1.210028467778961,1.3646463132900652
EV00340,W014,900.0,10.097147760293193,8.987438391388226
EV00341,W014,1080.0,14.421385764324842,13.06115559968984
EV00342,W014,1260.0,9.027766322551575,9.454726070118904
EV00343,W014,1440.0,5.223003796759492,4.686929678648862
EV00344,W014,1620.0,1.9296065872210402,1.8487569215428974
EV00345,W014,1800.0,0.5501364745664445,0.6114774982303732
EV00346,W014,1980.0,0.1700284706035839,0.16725794580037145
EV00347,W014,2160.0,0.043959346004459894,0.0430422770001006
EV00348,W014,2340.0,0.010069021477741339,0.010596165832848616
EV00349,W014,2520.0,0.19989651296976985,0.0025236316437328987
EV00350,W014,2700.0,0.0,0.0005860378558458152
EV00351,W014,2880.0,0.0,0.00013343913937093865
EV00352,W014,3060.0,0.0008650876972109153,2.9914781710784775e-05
EV00353,W014,3240.0,0.001815921763251136,6.623265611941932e-06
EV00354,W014,3420.0,0.0016516483913400295,1.451653500980846e-06
EV00355,W014,3600.0,0.0,3.1553587459522445e-07
EV00356,W014,3780.0,0.0,6.811617017837304e-08
EV00357,W014,3960.0,0.0007019471046730595,1.4620451719493758e-08
EV00358,W014,4140.0,0.0,3.1230356972009865e-09
EV00359,W014,4320.0,0.0,6.643860163751135e-10
EV00360,W014,4500.0,0.0015745834151438178,1.4084936363592238e-10
EV00361,W014,4680.0,0.0,2.9771291767849164e-11
EV00362,W014,4860.0,0.0,6.276676370695071e-12
EV00363,W014,5040.0,0.0,1.3203908475418897e-12
EV00364,W015,540.0,1.9457740335395412e-100,0.0022170119056686356
EV00365,W015,720.0,2.0588381681220582e-53,1.331429037123584
EV00366,W015,900.0,4.21266908870428e-33,8.832407938477893
EV00367,W015,1080.0,4.973134201751307e-22,12.886775858670967
EV00368,W015,1260.0,3.662380680751787e-15,9.351787465393734
EV00369,W015,1440.0,1.4440325763786017e-10,4.643853834756159
EV00370,W015,1620.0,2.1704452110837364e-07,1.8340575677499666
EV00371,W015,1800.0,3.4684402588617305e-05,0.6071936589840726
EV00372,W015,1980.0,0.0014415667663968152,0.1662107038572715
EV00373,W015,2160.0,0.023718442751462537,0.04279866988549101
EV00374,W015,2340.0,0.1644164843459442,0.01054145148637954
EV00375,W015,2520.0,0.6403178293787871,0.0025116509067194437
EV00376,W015,2700.0,1.6723720260498938,0.0005834632135201399
EV00377,W015,2880.0,2.6350368363648657,0.00013289359532721873
EV00378,W015,3060.0,3.938095735727261,2.980041898822841e-05
EV00379,W015,3240.0,4.732653482268743,6.59948867489414e-06
EV00380,W015,3420.0,4.462127398903545,1.4467416189221803e-06
EV00381,W015,3600.0,3.0875881646121903,3.1452622533908017e-07
EV00382,W015,3780.0,2.021526129966798,6.790944540226614e-08
EV00383,W015,3960.0,1.177897641931957,1.4578255035708727e-08
EV00384,W015,4140.0,0.724081601240191,3.1144433085150932e-09
EV00385,W015,4320.0,0.2981273777482015,6.626396886634507e-10
EV00386,W015,4500.0,0.13891373561091525,1.404949630384891e-10
EV00387,W015,4680.0,0.06457791223569799,2.969945197645695e-11
EV00388,W015,4860.0,0.024840670672424996,6.262126646938598e-12
EV00389,W015,5040.0,0.009185142601622131,1.3174460286424092e-12
EV00390,W016,540.0,0.0004874815341807778,2.1128069924078112e-07
EV00391,W016,720.0,0.02712164582523779,0.023011253959815396
EV00392,W016,900.0,1.4656223664752257,1.4992462708151333
EV00393,W016,1080.0,8.872125766187136,7.899693053741804
EV00394,W016,1260.0,15.72980801050391,13.052148588216323
EV00395,W016,1440.0,11.813850042498185,11.485855457455182
EV00396,W016,1620.0,8.736614170370334,6.9105972830294995
EV00397,W016,1800.0,2.647059359848812,3.1591330248092584
EV00398,W016,1980.0,0.9891381668790693,1.1161985964110408
EV00399,W016,2160.0,0.29365703186362263,0.35348875978130073
EV00400,W016,2340.0,0.09703872955702031,0.10331675275914914
EV00401,W016,2520.0,0.028093447727777558,0.028426668671624477
EV00402,W016,2700.0,0.00788795003348008,0.007465579108879894
EV00403,W016,2880.0,0.0008654804272695524,0.001890260941607326
EV00404,W016,3060.0,0.0006252486771231473,0.00046483836396317977
EV00405,W016,3240.0,0.0007810830843340237,0.0001116388631754235
EV00406,W016,3420.0,0.0,2.6297301531715435e-05
EV00407,W016,3600.0,0.0,6.095786279381353e-06
EV00408,W016,3780.0,0.0017089624352147669,1.394147753173885e-06
EV00409,W016,3960.0,0.0,3.152523045150306e-07
EV00410,W016,4140.0,0.0,7.060148980860053e-08
EV00411,W016,4320.0,0.0,1.5681098503075414e-08
EV00412,W016,4500.0,0.0,3.4581302529080895e-09
EV00413,W016,4680.0,0.0,7.57914071860004e-10
EV00414,W016,4860.0,0.0,1.652178187586818e-10
EV00415,W016,5040.0,0.0020652815191012537,3.584615173837988e-11
EV00416,W017,540.0,0.0,1.9831956174293076e-07
EV00417,W017,720.0,0.022520169782779976,0.022115933791553112
EV00418,W017,900.0,1.4859864258514235,1.45654204879391
EV00419,W017,1080.0,7.98203905403182,7.72223372491463
EV00420,W017,1260.0,12.496550681656803,12.810102370971483
EV00421,W017,1440.0,11.773190234572949,11.304499900658767
EV00422,W017,1620.0,6.650097511551251,6.815596836509487
EV00423,W017,1800.0,3.5363895782202674,3.120678483920668
EV00424,W017,1980.0,0.9751931783127172,1.104007984784148
EV00425,W017,2160.0,0.3346958948706391,0.3499878999348592
EV00426,W017,2340.0,0.09717924080570557,0.10238075901043753
EV00427,W017,2520.0,0.024687666760248448,0.028189368118474382
EV00428,W017,2700.0,0.007243459269571654,0.007407796805493468
EV00429,W017,2880.0,0.32139488453826304,0.0018766238610857995
EV00430,W017,3060.0,0.0,0.00046169802882265615
EV00431,W017,3240.0,0.0020271283715710183,0.00011092973868029302
EV00432,W017,3420.0,0.0015933903177486654,2.6139683585648378e-05
EV00433,W017,3600.0,0.00013763042788133499,6.06120068032989e-06
EV00434,W017,3780.0,0.0020018674577964007,1.386638700380288e-06
EV00435,W017,3960.0,0.0023905814629967934,3.1363622595915985e-07
EV00436,W017,4140.0,0.0008511508026137284,7.02562207393747e-08
EV00437,W017,4320.0,0.0014171799326594613,1.5607785569441352e-08
EV00438,W017,4500.0,0.0003996145416701784,3.4426439709684255e-09
EV00439,W017,4680.0,3.814401359894384e-05,7.546572095598988e-10
EV00440,W017,4860.0,0.0,1.6453544766303295e-10
EV00441,W017,5040.0,0.0,3.5703641167675486e-11
EV00442,W018,540.0,0.0,1.4703120083976765e-07
