record_id,well_id,time_days,anomaly_label,event_id,root_cause
EV00129,W005,5040.0,normal,E000,none
EV00130,W006,540.0,normal,E000,none
EV00131,W006,720.0,normal,E000,none
EV00132,W006,900.0,normal,E000,none
EV00133,W006,1080.0,normal,E000,none
EV00134,W006,1260.0,normal,E000,none
EV00135,W006,1440.0,normal,E000,none
EV00136,W006,1620.0,normal,E000,none
EV00137,W006,1800.0,normal,E000,none
EV00138,W006,1980.0,normal,E000,none
EV00139,W006,2160.0,normal,E000,none
EV00140,W006,2340.0,normal,E000,none
EV00141,W006,2520.0,normal,E000,none
EV00142,W006,2700.0,normal,E000,none
EV00143,W006,2880.0,normal,E000,none
EV00144,W006,3060.0,spike,E006,single-point jump inconsistent with temporal/spatial plume
EV00145,W006,3240.0,normal,E000,none
EV00146,W006,3420.0,normal,E000,none
EV00147,W006,3600.0,unit_error,E019,mg/L and ug/L style scale mismatch
EV00148,W006,3780.0,unit_error,E019,mg/L and ug/L style scale mismatch
EV00149,W006,3960.0,normal,E000,none
EV00150,W006,4140.0,normal,E000,none
EV00151,W006,4320.0,normal,E000,none
EV00152,W006,4500.0,normal,E000,none
EV00153,W006,4680.0,normal,E000,none
EV00154,W006,4860.0,normal,E000,none
EV00155,W006,5040.0,normal,E000,none
EV00156,W007,540.0,normal,E000,none
EV00157,W007,720.0,normal,E000,none
EV00158,W007,900.0,normal,E000,none
EV00159,W007,1080.0,normal,E000,none
EV00160,W007,1260.0,normal,E000,none
EV00161,W007,1440.0,normal,E000,none
EV00162,W007,1620.0,normal,E000,none
EV00163,W007,1800.0,normal,E000,none
EV00164,W007,1980.0,normal,E000,none
EV00165,W007,2160.0,normal,E000,none
EV00166,W007,2340.0,normal,E000,none
EV00167,W007,2520.0,normal,E000,none
EV00168,W007,2700.0,normal,E000,none
EV00169,W007,2880.0,normal,E000,none
EV00170,W007,3060.0,normal,E000,none
EV00171,W007,3240.0,normal,E000,none
EV00172,W007,3420.0,normal,E000,none
EV00173,W007,3600.0,normal,E000,none
EV00174,W007,3780.0,normal,E000,none
EV00175,W007,3960.0,normal,E000,none
EV00176,W007,4140.0,normal,E000,none
EV00177,W007,4320.0,normal,E000,none
EV00178,W007,4500.0,normal,E000,none
EV00179,W007,4680.0,normal,E000,none
EV00180,W007,4860.0,normal,E000,none
EV00181,W007,5040.0,normal,E000,none
EV00182,W008,540.0,normal,E000,none
EV00183,W008,720.0,normal,E000,none
EV00184,W008,900.0,normal,E000,none
EV00185,W008,1080.0,normal,E000,none
EV00186,W008,1260.0,normal,E000,none
EV00187,W008,1440.0,spike,E014,single-point jump inconsistent with temporal/spatial plume
EV00188,W008,1620.0,normal,E000,none
EV00189,W008,1800.0,drift,E029,slow sensor drift relative to local plume trend
EV00190,W008,1980.0,drift,E029,slow sensor drift relative to local plume trend
EV00191,W008,2160.0,drift,E029,slow sensor drift relative to local plume trend
EV00192,W008,2340.0,drift,E029,slow sensor drift relative to local plume trend
EV00193,W008,2520.0,drift,E029,slow sensor drift relative to local plume trend
EV00194,W008,2700.0,drift,E029,slow sensor drift relative to local plume trend
EV00195,W008,2880.0,drift,E029,slow sensor drift relative to local plume trend
EV00196,W008,3060.0,drift,E029,slow sensor drift relative to local plume trend
EV00197,W008,3240.0,drift,E029,slow sensor drift relative to local plume trend
EV00198,W008,3420.0,drift,E029,slow sensor drift relative to local plume trend
EV00199,W008,3600.0,drift,E029,slow sensor drift relative to local plume trend
EV00200,W008,3780.0,drift,E029,slow sensor drift relative to local plume trend
EV00201,W008,3960.0,drift,E029,slow sensor drift relative to local plume trend
EV00202,W008,4140.0,drift,E029,slow sensor drift relative to local plume trend
EV00203,W008,4320.0,drift,E029,slow sensor drift relative to local plume trend
EV00204,W008,4500.0,drift,E029,slow sensor drift relative to local plume trend
EV00205,W008,4680.0,drift,E029,slow sensor drift relative to local plume trend
EV00206,W008,4860.0,drift,E029,slow sensor drift relative to local plume trend
EV00207,W008,5040.0,drift,E029,slow sensor drift relative to local plume trend
EV00208,W009,540.0,normal,E000,none
EV00209,W009,720.0,normal,E000,none
EV00210,W009,900.0,normal,E000,none
EV00211,W009,1080.0,normal,E000,none
EV00212,W009,1260.0,normal,E000,none
EV00213,W009,1440.0,normal,E000,none
EV00214,W009,1620.0,normal,E000,none
EV00215,W009,1800.0,normal,E000,none
EV00216,W009,1980.0,drift,E026,slow sensor drift relative to local plume trend
EV00217,W009,2160.0,drift,E026,slow sensor drift relative to local plume trend
EV00218,W009,2340.0,drift,E026,slow sensor drift relative to local plume trend
EV00219,W009,2520.0,drift,E026,slow sensor drift relative to local plume trend
EV00220,W009,2700.0,drift,E026,slow sensor drift relative to local plume trend
EV00221,W009,2880.0,drift,E026,slow sensor drift relative to local plume trend
EV00222,W009,3060.0,drift,E026,slow sensor drift relative to local plume trend
EV00223,W009,3240.0,drift,E026,slow sensor drift relative to local plume trend
EV00224,W009,3420.0,drift,E026,slow sensor drift relative to local plume trend
EV00225,W009,3600.0,drift,E026,slow sensor drift relative to local plume trend
EV00226,W009,3780.0,drift,E026,slow sensor drift relative to local plume trend
EV00227,W009,3960.0,drift,E026,slow sensor drift relative to local plume trend
EV00228,W009,4140.0,drift,E026,slow sensor drift relative to local plume trend
EV00229,W009,4320.0,drift,E026,slow sensor drift relative to local plume trend
EV00230,W009,4500.0,drift,E026,slow sensor drift relative to local plume trend
EV00231,W009,4680.0,drift,E026,slow sensor drift relative to local plume trend
EV00232,W009,4860.0,drift,E026,slow sensor drift relative to local plume trend
EV00233,W009,5040.0,drift,E026,slow sensor drift relative to local plume trend
EV00234,W010,540.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00235,W010,720.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00236,W010,900.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00237,W010,1080.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00238,W010,1260.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00239,W010,1440.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00240,W010,1620.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00241,W010,1800.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00242,W010,1980.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00243,W010,2160.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00244,W010,2340.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00245,W010,2520.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00246,W010,2700.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00247,W010,2880.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00248,W010,3060.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00249,W010,3240.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00250,W010,3420.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00251,W010,3600.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00252,W010,3780.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00253,W010,3960.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00254,W010,4140.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00255,W010,4320.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00256,W010,4500.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00257,W010,4680.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00258,W010,4860.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00259,W010,5040.0,coordinate_or_depth_error,E034,curve is smooth but inconsistent with published well geometry
EV00260,W011,540.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00261,W011,720.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00262,W011,900.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00263,W011,1080.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00264,W011,1260.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00265,W011,1440.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00266,W011,1620.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00267,W011,1800.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00268,W011,1980.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00269,W011,2160.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00270,W011,2340.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00271,W011,2520.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00272,W011,2700.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00273,W011,2880.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00274,W011,3060.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00275,W011,3240.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00276,W011,3420.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00277,W011,3600.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00278,W011,3780.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00279,W011,3960.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00280,W011,4140.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00281,W011,4320.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00282,W011,4500.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00283,W011,4680.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00284,W011,4860.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00285,W011,5040.0,coordinate_or_depth_error,E035,curve is smooth but inconsistent with published well geometry
EV00286,W012,540.0,normal,E000,none
EV00287,W012,720.0,normal,E000,none
EV00288,W012,900.0,normal,E000,none
EV00289,W012,1080.0,normal,E000,none
EV00290,W012,1260.0,normal,E000,none
EV00291,W012,1440.0,normal,E000,none
EV00292,W012,1620.0,negative,E017,instrument baseline subtraction produced negative concentration
EV00293,W012,1800.0,normal,E000,none
EV00294,W012,1980.0,normal,E000,none
EV00295,W012,2160.0,normal,E000,none
EV00296,W012,2340.0,normal,E000,none
EV00297,W012,2520.0,normal,E000,none
EV00298,W012,2700.0,normal,E000,none
EV00299,W012,2880.0,normal,E000,none
EV00300,W012,3060.0,normal,E000,none
EV00301,W012,3240.0,normal,E000,none
EV00302,W012,3420.0,normal,E000,none
EV00303,W012,3600.0,normal,E000,none
EV00304,W012,3780.0,normal,E000,none
EV00305,W012,3960.0,normal,E000,none
EV00306,W012,4140.0,normal,E000,none
EV00307,W012,4320.0,normal,E000,none
EV00308,W012,4500.0,normal,E000,none
EV00309,W012,4680.0,normal,E000,none
EV00310,W012,4860.0,normal,E000,none
EV00311,W012,5040.0,normal,E000,none
EV00312,W013,540.0,normal,E000,none
EV00313,W013,720.0,true_plume_arrival,E003,real plume arrival consistent with downstream travel
EV00314,W013,900.0,true_plume_arrival,E003,real plume arrival consistent with downstream travel
EV00315,W013,1080.0,true_plume_arrival,E003,real plume arrival consistent with downstream travel
EV00316,W013,1260.0,normal,E000,none
EV00317,W013,1440.0,normal,E000,none
EV00318,W013,1620.0,normal,E000,none
EV00319,W013,1800.0,normal,E000,none
EV00320,W013,1980.0,normal,E000,none
EV00321,W013,2160.0,normal,E000,none
EV00322,W013,2340.0,normal,E000,none
EV00323,W013,2520.0,normal,E000,none
EV00324,W013,2700.0,normal,E000,none
EV00325,W013,2880.0,normal,E000,none
EV00326,W013,3060.0,normal,E000,none
EV00327,W013,3240.0,normal,E000,none
EV00328,W013,3420.0,normal,E000,none
EV00329,W013,3600.0,normal,E000,none
EV00330,W013,3780.0,normal,E000,none
EV00331,W013,3960.0,normal,E000,none
EV00332,W013,4140.0,normal,E000,none
EV00333,W013,4320.0,normal,E000,none
EV00334,W013,4500.0,normal,E000,none
EV00335,W013,4680.0,normal,E000,none
EV00336,W013,4860.0,normal,E000,none
EV00337,W013,5040.0,normal,E000,none
EV00338,W014,540.0,normal,E000,none
EV00339,W014,720.0,normal,E000,none
EV00340,W014,900.0,normal,E000,none
EV00341,W014,1080.0,normal,E000,none
EV00342,W014,1260.0,normal,E000,none
EV00343,W014,1440.0,normal,E000,none
EV00344,W014,1620.0,normal,E000,none
EV00345,W014,1800.0,normal,E000,none
EV00346,W014,1980.0,normal,E000,none
EV00347,W014,2160.0,normal,E000,none
EV00348,W014,2340.0,normal,E000,none
EV00349,W014,2520.0,spike,E005,single-point jump inconsistent with temporal/spatial plume
EV00350,W014,2700.0,normal,E000,none
EV00351,W014,2880.0,normal,E000,none
EV00352,W014,3060.0,normal,E000,none
EV00353,W014,3240.0,normal,E000,none
EV00354,W014,3420.0,normal,E000,none
EV00355,W014,3600.0,normal,E000,none
EV00356,W014,3780.0,normal,E000,none
EV00357,W014,3960.0,normal,E000,none
EV00358,W014,4140.0,normal,E000,none
EV00359,W014,4320.0,normal,E000,none
EV00360,W014,4500.0,normal,E000,none
EV00361,W014,4680.0,normal,E000,none
EV00362,W014,4860.0,normal,E000,none
EV00363,W014,5040.0,normal,E000,none
EV00364,W015,540.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00365,W015,720.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00366,W015,900.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00367,W015,1080.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00368,W015,1260.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00369,W015,1440.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00370,W015,1620.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00371,W015,1800.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00372,W015,1980.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00373,W015,2160.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00374,W015,2340.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00375,W015,2520.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00376,W015,2700.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00377,W015,2880.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00378,W015,3060.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00379,W015,3240.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00380,W015,3420.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00381,W015,3600.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00382,W015,3780.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00383,W015,3960.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00384,W015,4140.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00385,W015,4320.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00386,W015,4500.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00387,W015,4680.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00388,W015,4860.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00389,W015,5040.0,coordinate_or_depth_error,E033,curve is smooth but inconsistent with published well geometry
EV00390,W016,540.0,normal,E000,none
EV00391,W016,720.0,normal,E000,none
EV00392,W016,900.0,normal,E000,none
EV00393,W016,1080.0,normal,E000,none
EV00394,W016,1260.0,normal,E000,none
EV00395,W016,1440.0,normal,E000,none
EV00396,W016,1620.0,normal,E000,none
EV00397,W016,1800.0,normal,E000,none
EV00398,W016,1980.0,normal,E000,none
EV00399,W016,2160.0,normal,E000,none
EV00400,W016,2340.0,normal,E000,none
EV00401,W016,2520.0,normal,E000,none
EV00402,W016,2700.0,normal,E000,none
EV00403,W016,2880.0,normal,E000,none
EV00404,W016,3060.0,normal,E000,none
EV00405,W016,3240.0,normal,E000,none
EV00406,W016,3420.0,normal,E000,none
EV00407,W016,3600.0,normal,E000,none
EV00408,W016,3780.0,normal,E000,none
EV00409,W016,3960.0,normal,E000,none
EV00410,W016,4140.0,normal,E000,none
EV00411,W016,4320.0,normal,E000,none
EV00412,W016,4500.0,normal,E000,none
EV00413,W016,4680.0,normal,E000,none
EV00414,W016,4860.0,normal,E000,none
EV00415,W016,5040.0,normal,E000,none
EV00416,W017,540.0,normal,E000,none
EV00417,W017,720.0,normal,E000,none
EV00418,W017,900.0,normal,E000,none
EV00419,W017,1080.0,normal,E000,none
EV00420,W017,1260.0,normal,E000,none
EV00421,W017,1440.0,normal,E000,none
EV00422,W017,1620.0,normal,E000,none
EV00423,W017,1800.0,normal,E000,none
EV00424,W017,1980.0,normal,E000,none
EV00425,W017,2160.0,normal,E000,none
EV00426,W017,2340.0,normal,E000,none
EV00427,W017,2520.0,normal,E000,none
EV00428,W017,2700.0,normal,E000,none
EV00429,W017,2880.0,unit_error,E020,mg/L and ug/L style scale mismatch
EV00430,W017,3060.0,unit_error,E020,mg/L and ug/L style scale mismatch
EV00431,W017,3240.0,normal,E000,none
EV00432,W017,3420.0,normal,E000,none
EV00433,W017,3600.0,normal,E000,none
EV00434,W017,3780.0,normal,E000,none
EV00435,W017,3960.0,normal,E000,none
EV00436,W017,4140.0,normal,E000,none
EV00437,W017,4320.0,normal,E000,none
EV00438,W017,4500.0,normal,E000,none
EV00439,W017,4680.0,normal,E000,none
EV00440,W017,4860.0,normal,E000,none
EV00441,W017,5040.0,normal,E000,none
EV00442,W018,540.0,normal,E000,none
EV00443,W018,720.0,normal,E000,none
EV00444,W018,900.0,normal,E000,none
EV00445,W018,1080.0,normal,E000,none
EV00446,W018,1260.0,normal,E000,none
EV00447,W018,1440.0,normal,E000,none
EV00448,W018,1620.0,normal,E000,none
EV00449,W018,1800.0,normal,E000,none
EV00450,W018,1980.0,normal,E000,none
EV00451,W018,2160.0,normal,E000,none
EV00452,W018,2340.0,normal,E000,none
EV00453,W018,2520.0,normal,E000,none
EV00454,W018,2700.0,normal,E000,none
EV00455,W018,2880.0,normal,E000,none
EV00456,W018,3060.0,normal,E000,none
EV00457,W018,3240.0,normal,E000,none
EV00458,W018,3420.0,normal,E000,none
EV00459,W018,3600.0,normal,E000,none
EV00460,W018,3780.0,normal,E000,none
EV00461,W018,3960.0,normal,E000,none
EV00462,W018,4140.0,normal,E000,none
EV00463,W018,4320.0,normal,E000,none
EV00464,W018,4500.0,spike,E010,single-point jump inconsistent with temporal/spatial plume
EV00465,W018,4680.0,normal,E000,none
EV00466,W018,4860.0,normal,E000,none
EV00467,W018,5040.0,normal,E000,none
EV00468,W019,540.0,normal,E000,none
EV00469,W019,720.0,normal,E000,none
EV00470,W019,900.0,normal,E000,none
EV00471,W019,1080.0,normal,E000,none
EV00472,W019,1260.0,normal,E000,none
EV00473,W019,1440.0,normal,E000,none
EV00474,W019,1620.0,normal,E000,none
EV00475,W019,1800.0,normal,E000,none
EV00476,W019,1980.0,normal,E000,none
EV00477,W019,2160.0,drift,E028,slow sensor drift relative to local plume trend
EV00478,W019,2340.0,drift,E028,slow sensor drift relative to local plume trend
EV00479,W019,2520.0,drift,E028,slow sensor drift relative to local plume trend
EV00480,W019,2700.0,drift,E028,slow sensor drift relative to local plume trend
EV00481,W019,2880.0,drift,E028,slow sensor drift relative to local plume trend
EV00482,W019,3060.0,drift,E028,slow sensor drift relative to local plume trend
EV00483,W019,3240.0,drift,E028,slow sensor drift relative to local plume trend
EV00484,W019,3420.0,drift,E028,slow sensor drift relative to local plume trend
EV00485,W019,3600.0,drift,E028,slow sensor drift relative to local plume trend
EV00486,W019,3780.0,drift,E028,slow sensor drift relative to local plume trend
EV00487,W019,3960.0,drift,E028,slow sensor drift relative to local plume trend
EV00488,W019,4140.0,drift,E028,slow sensor drift relative to local plume trend
EV00489,W019,4320.0,drift,E028,slow sensor drift relative to local plume trend
EV00490,W019,4500.0,drift,E028,slow sensor drift relative to local plume trend
EV00491,W019,4680.0,drift,E028,slow sensor drift relative to local plume trend
EV00492,W019,4860.0,drift,E028,slow sensor drift relative to local plume trend
EV00493,W019,5040.0,drift,E028,slow sensor drift relative to local plume trend
EV00494,W020,540.0,normal,E000,none
EV00495,W020,720.0,normal,E000,none
EV00496,W020,900.0,normal,E000,none
EV00497,W020,1080.0,true_plume_arrival,E004,real plume arrival consistent with downstream travel
EV00498,W020,1260.0,true_plume_arrival,E004,real plume arrival consistent with downstream travel
EV00499,W020,1440.0,true_plume_arrival,E004,real plume arrival consistent with downstream travel
EV00500,W020,1620.0,true_plume_arrival,E004,real plume arrival consistent with downstream travel
EV00501,W020,1800.0,normal,E000,none
EV00502,W020,1980.0,normal,E000,none
EV00503,W020,2160.0,normal,E000,none
EV00504,W020,2340.0,normal,E000,none
EV00505,W020,2520.0,normal,E000,none
EV00506,W020,2700.0,normal,E000,none
EV00507,W020,2880.0,normal,E000,none
EV00508,W020,3060.0,normal,E000,none
EV00509,W020,3240.0,normal,E000,none
EV00510,W020,3420.0,normal,E000,none
EV00511,W020,3600.0,normal,E000,none
EV00512,W020,3780.0,normal,E000,none
EV00513,W020,3960.0,normal,E000,none
EV00514,W020,4140.0,normal,E000,none
